"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","Id"
"0","3",70,9100,"1","1","3","3","4","0",19,"5","2","0","2","5","4",1962,1962,"3","0","13",14,"1",51,"2","2","1","2","3","1","3",36,"6",0,952,988,"1","4","1","4",988,0,0,988,"1","0","1","0","3","1","1","6","6","0","0","5",1977,"3","2",624,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"7","2006","8","4",2702
"10","4",68,8927,"1","1","3","3","4","0",19,"5","2","2","0","6","6",1977,1977,"1","0","12",13,"2",0,"2","3","1","0","0","0","4",0,"4",0,0,0,"1","2","1","4",1286,368,0,1654,"0","0","2","0","4","2","1","10","6","0","0","1",1977,"2","2",528,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"8","2006","8","4",2703
"0","3",60,9240,"1","1","0","3","4","0",19,"2","2","0","2","5","6",1962,2002,"3","0","6",6,"2",0,"2","2","1","2","3","1","1",612,"6",0,252,864,"1","3","1","4",1211,0,0,1211,"0","0","1","0","2","1","1","6","2","1","3","5",1972,"3","2",576,"3","3","2",161,0,0,0,0,"0","0","2","1",0,"3","2006","8","4",2704
"0","3",85,9308,"1","1","0","3","1","0",19,"7","2","0","2","5","5",1965,1965,"1","0","6",6,"2",0,"2","2","1","2","3","1","5",554,"6",0,430,984,"1","2","1","4",984,0,0,984,"0","0","1","0","3","1","1","5","6","0","0","1",1965,"3","1",310,"3","3","2",0,0,0,0,0,"0","0","2","1",0,"7","2006","8","4",2705
"0","3",65,8450,"1","1","3","3","4","0",19,"5","2","0","2","5","6",1968,1968,"1","0","9",10,"1",90,"2","2","1","2","3","1","1",162,"5",270,450,882,"1","2","1","4",909,0,0,909,"0","0","1","0","3","1","1","5","6","0","0","1",1968,"3","1",294,"3","3","2",0,155,0,0,0,"0","0","2","1",0,"11","2006","0","4",2706
"0","3",60,8638,"1","1","0","3","4","0",19,"5","2","0","2","5","6",1963,1963,"1","0","6",6,"2",0,"2","2","2","2","3","1","0",181,"6",0,744,925,"1","3","1","4",925,0,0,925,"1","0","1","0","2","1","1","5","6","0","0","5",1990,"3","2",484,"3","3","2",203,74,0,0,0,"0","0","4","1",0,"10","2006","8","4",2707
"0","3",60,13052,"1","1","0","3","1","0",19,"2","2","0","2","5","6",1965,1965,"1","0","6",6,"2",0,"2","2","1","2","3","1","5",712,"6",0,312,1024,"1","2","1","4",1024,0,0,1024,"0","0","1","1","3","1","1","5","6","0","0","1",1965,"3","1",308,"3","3","2",0,0,0,0,0,"0","0","2","1",0,"1","2006","8","4",2708
"0","3",50,8020,"1","1","0","3","4","0",19,"2","2","0","2","5","6",1964,1964,"1","0","6",6,"2",0,"2","2","1","2","3","1","0",644,"6",0,268,912,"1","2","0","4",912,0,0,912,"0","0","1","0","3","1","1","6","6","0","0","6",0,"1","0",0,"0","0","2",0,0,0,0,0,"0","0","1","1",0,"4","2006","8","4",2709
"0","3",78,8789,"1","1","0","3","4","0",19,"2","2","0","2","5","6",1967,1967,"1","0","12",13,"2",0,"2","2","1","2","3","2","5",659,"6",0,253,912,"1","2","1","4",941,0,0,941,"0","0","1","0","3","1","1","6","6","1","1","1",1967,"3","1",288,"3","3","2",64,0,0,0,0,"0","0","4","1",0,"6","2006","8","4",2710
"8","3",100,14330,"1","1","0","2","0","0",24,"2","2","0","7","7","4",1974,1974,"1","0","14",14,"1",145,"3","1","1","3","3","4","0",1023,"1",497,228,1748,"1","3","1","4",2151,495,0,2646,"1","2","2","0","3","1","2","9","4","4","3","1",1974,"2","2",550,"3","3","2",641,100,0,0,0,"800","2","0","1",0,"1","2006","8","4",2711
"5","3",105,11025,"1","1","3","1","4","1",15,"2","2","0","5","8","5",1992,1993,"1","0","6",7,"1",692,"3","2","2","4","3","4","2",1118,"6",0,216,1334,"1","4","1","4",1520,1306,0,2826,"1","0","2","1","3","1","2","9","6","3","3","1",1992,"2","3",888,"3","3","2",177,208,186,0,0,"0","0","4","1",0,"10","2006","8","4",2712
"11","1",34,3628,"1","2","3","3","4","0",21,"2","2","4","2","7","5",2004,2004,"1","0","8",8,"2",0,"3","2","2","3","3","1","6",0,"6",0,1143,1143,"1","4","1","4",1143,0,0,1143,"0","0","1","1","1","1","2","5","6","1","4","1",2004,"2","2",588,"3","3","2",0,191,0,0,0,"0","0","4","1",0,"5","2006","8","4",2713
"13","1",24,2544,"1","2","3","3","4","0",21,"2","2","3","5","7","5",2005,2005,"1","0","8",8,"2",0,"3","2","2","3","3","1","6",0,"6",0,600,600,"1","4","1","4",520,623,80,1223,"0","0","2","1","2","1","2","4","6","0","0","5",2005,"2","2",480,"3","3","2",0,166,0,0,0,"0","0","4","1",0,"7","2006","8","4",2714
"13","1",34,2998,"1","1","3","3","4","0",21,"2","2","4","5","6","5",2000,2000,"1","0","8",8,"1",513,"3","2","2","3","3","1","2",353,"6",0,403,756,"1","4","1","4",768,756,0,1524,"0","0","2","1","2","1","2","4","6","0","0","5",2000,"3","2",440,"3","3","2",0,32,0,0,0,"0","0","4","1",0,"6","2006","8","4",2715
"13","1",35,4447,"1","1","0","3","2","0",21,"2","2","4","5","7","5",2003,2003,"1","0","12",13,"2",0,"3","2","2","3","3","1","6",0,"6",0,530,530,"1","4","1","4",530,550,0,1080,"0","0","2","1","2","1","2","4","6","0","0","1",2003,"2","2",496,"3","3","2",0,50,0,0,0,"0","0","4","1",0,"7","2006","8","4",2716
"5","1",114,8314,"1","2","0","3","0","0",21,"2","2","0","5","7","5",1997,1998,"3","0","13",14,"2",0,"3","2","2","3","3","1","6",0,"6",0,569,569,"1","4","1","4",854,840,0,1694,"0","0","2","1","3","1","2","6","6","1","3","3",1997,"3","1",434,"3","3","2",0,382,0,0,110,"0","0","0","1",0,"11","2006","8","4",2717
"0","1",60,7180,"1","2","0","3","4","0",21,"2","2","0","2","8","5",2001,2002,"1","0","5",5,"2",0,"3","2","2","3","3","1","6",0,"6",0,1568,1568,"1","4","1","4",1568,0,0,1568,"0","0","2","0","3","1","2","6","6","1","3","1",2001,"2","2",564,"3","3","2",0,266,0,0,0,"0","0","4","1",0,"9","2006","8","4",2718
"15","3",79,13110,"1","1","0","3","0","0",14,"6","1","1","2","5","6",1972,1972,"1","0","9",10,"1",144,"2","2","1","3","3","1","2",962,"6",0,191,1153,"1","4","1","4",1193,0,0,1193,"1","0","2","0","2","1","1","6","6","0","0","1",1972,"0","2",501,"3","3","2",140,153,0,0,0,"0","0","2","1",0,"7","2006","8","4",2719
"0","3",78,10140,"1","1","3","3","4","0",14,"6","2","0","2","7","6",1967,1967,"3","0","6",6,"1",264,"2","2","1","2","3","1","1",553,"3",68,713,1334,"1","3","1","4",1334,0,0,1334,"1","0","2","0","3","1","1","7","6","0","0","1",1967,"2","2",477,"3","3","2",0,20,35,0,264,"0","0","4","1",0,"4","2006","8","4",2720
"0","3",80,9600,"1","1","3","3","0","0",12,"1","2","0","2","5","5",1968,1968,"1","0","8",8,"2",0,"2","2","1","2","3","1","0",758,"6",0,293,1051,"1","3","1","4",1051,0,0,1051,"1","0","1","0","3","1","1","6","6","0","0","1",1968,"2","2",504,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"7","2006","8","4",2721
"5","3",72,8640,"1","1","3","3","4","0",12,"1","2","0","5","5","5",1968,1968,"1","0","6",6,"1",300,"2","2","1","3","2","2","0",361,"5",483,56,900,"1","4","1","4",884,886,0,1770,"1","0","1","1","4","1","1","7","6","0","0","1",1968,"2","2",530,"3","3","2",0,60,0,0,270,"0","0","4","3",455,"6","2006","8","4",2722
"0","3",78,9360,"1","1","3","3","4","0",12,"1","2","0","2","6","7",1968,2004,"3","0","6",6,"1",203,"2","2","1","2","3","3","0",760,"6",0,216,976,"1","2","1","4",976,0,0,976,"1","0","1","0","2","1","2","4","6","1","2","1",1968,"2","2",504,"3","3","2",94,0,0,0,0,"0","0","4","1",0,"8","2006","8","0",2723
"9","3",70,8400,"1","1","3","3","4","0",12,"1","2","0","6","5","6",1968,1968,"1","0","6",6,"2",0,"2","2","1","3","3","4","2",744,"6",0,89,833,"1","3","1","4",898,0,0,898,"1","0","1","0","3","1","1","6","6","0","0","1",1968,"2","1",326,"3","3","2",143,0,0,0,0,"0","0","4","1",0,"8","2006","8","4",2724
"0","3",65,9759,"1","1","0","3","4","0",12,"2","2","0","2","5","5",1966,1966,"1","0","9",10,"2",0,"2","2","1","2","3","1","1",799,"6",0,252,1051,"1","2","1","4",1051,0,0,1051,"1","0","1","0","3","1","1","6","6","0","0","1",1966,"2","1",264,"3","3","2",182,88,0,0,0,"0","0","4","1",0,"3","2006","8","4",2725
"8","3",80,9600,"1","1","3","3","4","0",12,"2","2","0","7","5","7",1967,1967,"1","0","8",8,"1",140,"2","2","2","2","3","3","0",602,"5",402,137,1141,"1","3","1","4",1141,0,0,1141,"1","0","1","0","3","1","1","6","6","0","0","1",1967,"3","1",568,"3","3","2",0,78,0,0,0,"0","0","4","1",0,"7","2006","8","4",2726
"15","3",80,8800,"1","1","3","3","4","0",12,"6","2","1","2","6","7",1965,2000,"3","0","3",13,"2",0,"2","3","2","2","3","2","0",901,"1",252,34,1187,"1","4","1","4",1565,0,0,1565,"1","0","2","0","3","1","2","7","2","2","3","1",1965,"2","1",299,"3","3","2",200,25,211,0,0,"0","0","2","3",460,"6","2006","8","0",2727
"0","3",40,10368,"1","1","0","3","1","0",12,"2","2","0","2","6","6",1964,1964,"3","0","6",6,"1",112,"2","2","1","2","3","1","0",260,"3",748,0,1008,"1","4","1","4",1488,0,0,1488,"1","0","1","1","3","1","1","7","6","1","4","1",1964,"0","2",430,"3","3","2",154,60,0,0,0,"0","0","4","1",0,"4","2006","8","4",2728
"5","3",85,9350,"1","1","3","3","4","0",12,"2","2","0","5","5","6",1964,1964,"1","0","6",6,"2",0,"2","2","1","2","3","1","0",360,"6",0,360,720,"1","3","1","4",720,720,0,1440,"0","0","1","1","4","1","1","7","6","1","1","1",1964,"0","2",480,"3","3","2",0,32,240,0,0,"0","0","4","1",0,"7","2006","8","4",2729
"0","3",80,10800,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1960,1960,"3","0","13",14,"1",88,"2","2","1","2","3","1","0",632,"6",0,616,1248,"1","4","1","4",1248,0,0,1248,"1","0","1","0","3","1","1","6","6","0","0","1",1960,"3","1",286,"3","3","2",0,0,0,0,0,"0","0","2","1",0,"5","2006","8","4",2730
"1","3",60,8550,"1","1","3","3","4","0",12,"2","2","0","2","6","8",1934,1950,"1","0","8",8,"2",0,"2","2","1","2","3","1","1",574,"6",0,242,816,"1","4","1","4",816,0,0,816,"1","0","1","0","2","1","1","4","6","1","2","1",1949,"3","1",240,"3","3","2",228,0,40,0,0,"0","0","2","1",0,"7","2006","8","4",2731
"0","3",68,9724,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1947,1950,"3","0","3",3,"2",0,"2","2","1","2","3","1","6",0,"6",0,938,938,"1","4","1","4",1043,0,0,1043,"0","0","1","0","2","1","1","5","6","1","4","5",1947,"3","1",273,"3","3","2",125,48,0,0,0,"0","0","1","1",0,"5","2006","8","4",2732
"0","3",80,9600,"1","1","3","3","4","0",12,"2","2","0","2","5","6",1961,1990,"1","0","14",15,"2",0,"2","2","1","2","3","2","1",915,"6",0,336,1251,"1","2","1","4",1433,0,0,1433,"1","0","1","0","3","1","1","7","2","1","4","1",1961,"3","2",441,"3","3","2",144,0,205,0,0,"0","0","4","1",0,"6","2006","8","4",2733
"0","3",89,10858,"1","1","3","3","0","0",12,"1","2","0","2","5","6",1952,1952,"1","0","13",10,"3",150,"2","3","1","2","3","2","3",40,"6",0,1404,1444,"1","4","1","4",1624,0,0,1624,"1","0","1","0","2","1","1","6","2","1","4","1",1952,"2","1",240,"3","3","2",0,40,324,0,0,"0","0","2","1",0,"7","2006","8","5",2734
"0","3",80,9600,"1","1","3","3","4","0",12,"2","2","0","2","5","5",1951,1951,"1","0","6",6,"3",144,"2","2","1","2","3","1","0",996,"6",0,60,1056,"1","4","1","0",1216,0,0,1216,"1","0","1","0","3","1","1","7","6","0","0","1",1951,"2","1",280,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"5","2006","8","4",2735
"5","3",79,9462,"1","1","3","3","4","0",12,"2","2","0","5","5","6",1949,1973,"1","0","13",14,"2",0,"2","2","1","2","3","1","6",0,"6",0,704,704,"1","3","1","0",1024,704,0,1728,"0","0","1","1","3","1","1","7","2","1","4","1",1949,"3","1",234,"3","3","2",245,60,0,0,0,"0","0","2","1",0,"7","2006","8","4",2736
"0","3",82,9888,"1","1","3","3","4","0",12,"2","2","0","2","5","6",1954,1975,"1","0","8",8,"2",0,"2","3","1","2","3","1","1",486,"6",0,450,936,"1","2","1","0",936,0,0,936,"0","0","1","0","2","1","1","5","6","0","0","1",1954,"3","1",240,"3","3","2",0,0,160,0,0,"0","0","2","1",0,"3","2006","8","4",2737
"10","3",70,8917,"1","1","0","3","4","0",12,"2","2","2","2","5","5",1967,1967,"1","0","9",10,"2",0,"2","2","1","2","3","1","6",0,"6",0,1584,1584,"1","2","1","4",1584,0,0,1584,"0","0","2","0","4","2","1","8","6","0","0","5",1967,"3","2",506,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"10","2006","8","4",2738
"8","3",80,12700,"1","1","0","3","4","0",12,"2","2","0","7","6","5",1964,1964,"1","0","6",6,"2",0,"2","2","1","2","3","1","0",939,"6",0,307,1246,"1","2","1","4",1246,0,0,1246,"1","0","1","0","3","1","1","6","6","2","4","1",1964,"2","2",441,"3","3","2",0,69,0,0,0,"0","0","4","1",0,"11","2006","8","4",2739
"0","3",109,9723,"1","1","0","3","0","0",12,"2","2","0","2","6","7",1963,1963,"3","0","8",8,"1",332,"2","2","1","2","3","1","6",0,"6",0,1008,1008,"1","2","1","4",1008,0,0,1008,"0","0","1","0","2","1","1","5","6","0","0","1",1963,"2","2",430,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"10","2006","8","4",2740
"0","3",70,8400,"1","1","3","3","0","0",12,"1","2","0","2","5","5",1957,1957,"1","0","3",3,"2",0,"2","2","1","1","3","2","1",623,"6",0,556,1179,"1","3","1","4",1364,0,0,1364,"0","0","1","1","3","1","1","6","6","1","4","1",1957,"2","1",331,"3","3","2",0,60,0,0,0,"0","0","0","1",0,"3","2006","8","4",2741
"0","3",75,9610,"1","1","0","3","0","0",12,"1","2","0","2","6","6",1958,1958,"3","0","13",14,"1",632,"2","2","1","2","3","1","5",203,"6",0,918,1121,"1","4","1","0",1336,0,0,1336,"0","0","1","1","3","1","1","7","6","1","3","1",1958,"2","2",488,"3","3","2",80,0,0,0,0,"0","0","4","1",0,"12","2006","8","4",2742
"8","3",125,10000,"1","1","3","3","0","0",12,"2","2","0","7","5","6",1956,1956,"3","0","13",14,"1",272,"2","2","1","2","3","3","1",678,"5",281,99,1058,"1","4","1","4",1370,0,0,1370,"1","0","1","0","3","1","1","6","6","1","3","2",1956,"2","1",300,"3","3","2",191,0,0,0,120,"0","0","2","1",0,"2","2006","8","4",2743
"0","3",72,10152,"1","1","3","3","4","0",12,"2","2","0","2","6","6",1956,1994,"1","0","13",14,"2",0,"2","2","1","2","3","3","1",914,"6",0,210,1124,"1","4","1","4",1124,0,0,1124,"1","0","1","0","3","1","1","6","6","1","3","1",1956,"0","1",353,"3","3","2",0,211,180,0,142,"0","0","4","1",0,"5","2006","8","4",2744
"0","3",70,8092,"1","1","3","3","4","0",12,"2","2","0","2","6","8",1954,2000,"3","0","13",14,"1",176,"2","3","1","2","3","1","0",824,"6",0,226,1050,"1","4","1","4",1050,0,0,1050,"1","0","1","0","3","1","2","6","6","0","0","1",1954,"2","1",286,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"6","2006","8","0",2745
"0","3",66,12778,"1","1","3","3","4","0",12,"2","2","0","2","5","6",1952,2003,"1","0","8",8,"2",0,"2","2","1","2","3","1","2",658,"6",0,350,1008,"1","4","1","0",1008,0,0,1008,"1","0","1","0","2","1","1","4","6","0","0","1",1952,"2","1",280,"3","3","2",0,154,0,0,0,"0","0","2","1",0,"1","2006","8","4",2746
"0","3",75,10170,"1","1","3","3","0","0",12,"2","2","0","2","6","6",1951,1951,"3","0","13",14,"1",522,"2","2","1","2","3","1","6",0,"6",0,216,216,"1","2","1","4",1575,0,0,1575,"0","0","1","1","2","1","2","5","6","1","4","1",1951,"3","2",400,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"6","2006","8","4",2747
"8","3",55,7700,"1","1","3","3","4","0",12,"2","2","0","7","5","7",1956,1956,"1","0","12",13,"2",0,"2","2","1","3","3","1","1",271,"6",0,30,301,"1","4","1","0",1145,0,0,1145,"0","0","1","0","3","1","1","6","3","0","0","5",1993,"3","2",684,"3","3","2",0,0,0,0,0,"0","0","1","1",0,"9","2006","8","4",2748
"0","3",65,11050,"1","1","3","3","4","0",12,"2","2","0","2","5","5",1956,1956,"3","0","13",14,"2",0,"2","2","1","2","3","1","3",488,"6",0,517,1005,"1","4","1","4",1005,0,0,1005,"0","0","1","0","2","1","1","6","6","1","3","1",1956,"3","1",319,"3","3","2",0,0,0,0,288,"0","0","4","1",0,"7","2006","8","4",2749
"0","3",80,13600,"1","1","3","0","4","0",12,"2","2","0","2","5","6",1955,1955,"1","0","6",6,"2",0,"2","2","1","2","3","1","5",144,"1",912,0,1056,"1","3","1","4",1056,0,0,1056,"1","0","1","1","3","1","1","6","6","0","0","1",1955,"0","1",300,"3","3","2",0,0,0,0,0,"0","0","2","3",650,"11","2006","8","4",2750
"0","3",85,15428,"1","1","3","3","4","0",12,"2","2","0","2","5","6",1951,1991,"3","0","8",8,"2",0,"2","2","1","2","3","1","5",741,"6",0,143,884,"1","4","1","4",884,0,0,884,"1","0","1","0","2","1","1","4","6","0","0","1",1951,"0","1",270,"3","3","2",0,0,0,0,195,"0","0","4","1",0,"6","2006","8","4",2751
"1","3",118,21299,"1","1","3","3","4","0",12,"2","2","0","2","7","5",1941,1963,"3","5","3",3,"2",0,"3","2","1","2","3","1","6",0,"6",0,929,929,"1","4","1","4",2039,0,0,2039,"1","0","1","1","3","1","1","7","2","3","4","0",1941,"3","3",791,"3","3","2",0,0,90,0,0,"0","0","4","1",0,"12","2006","0","0",2752
"0","3",70,13300,"1","1","3","3","4","0",12,"2","2","0","2","5","5",1956,2001,"3","0","13",13,"2",0,"2","2","1","2","3","1","5",494,"6",0,521,1015,"1","3","1","4",1384,0,0,1384,"1","0","1","0","2","1","1","6","2","0","0","1",2001,"3","2",896,"3","3","2",75,0,0,323,0,"0","0","4","3",400,"6","2006","8","4",2753
"15","3",94,22136,"1","1","3","3","4","0",17,"0","2","1","0","5","5",1925,1975,"1","0","8",8,"2",0,"2","1","1","2","3","2","2",1018,"6",0,1153,2171,"1","2","1","4",1392,1248,0,2640,"2","0","2","1","5","1","1","10","0","1","4","1",1977,"2","3",1008,"3","3","0",631,48,148,0,0,"0","0","4","1",0,"7","2006","8","4",2754
"4","3",50,7500,"1","1","3","3","4","0",12,"2","2","0","0","6","6",1947,1950,"1","0","12",13,"2",0,"2","2","1","2","3","1","6",0,"6",0,784,784,"1","4","1","0",900,412,0,1312,"0","0","1","1","3","1","1","6","6","0","0","5",1953,"3","2",649,"3","3","2",0,28,0,0,0,"0","0","4","1",0,"10","2006","8","4",2755
"1","3",60,10410,"1","0","3","3","4","0",17,"2","2","0","2","3","8",1930,2001,"1","0","12",13,"2",0,"2","3","2","2","3","1","6",0,"6",0,713,713,"1","4","1","4",713,0,0,713,"0","0","1","0","2","1","2","5","6","0","0","5",1936,"3","1",371,"2","2","0",0,75,161,0,0,"0","0","4","1",0,"10","2006","8","4",2756
"1","3",60,10914,"1","0","3","3","4","0",12,"0","2","0","2","3","3",1929,1950,"3","0","13",14,"2",0,"2","1","1","2","3","2","6",0,"6",0,715,715,"1","1","0","2",715,0,0,715,"0","0","1","0","2","1","1","4","6","0","0","5",1967,"3","2",660,"2","3","0",0,0,75,0,112,"0","0","4","1",0,"8","2006","8","4",2757
"4","3",60,7008,"1","1","3","3","0","0",17,"2","2","0","0","4","8",1900,1998,"1","0","8",8,"2",0,"2","3","0","1","2","1","6",0,"6",0,448,448,"1","4","1","4",448,272,0,720,"0","0","1","0","1","1","0","5","6","0","0","1",1900,"3","1",280,"2","3","2",0,0,70,0,0,"0","0","4","1",0,"3","2006","8","4",2758
"6","3",60,7200,"1","0","3","3","4","0",17,"2","2","0","5","6","8",1915,1950,"1","0","8",8,"2",0,"2","4","1","2","3","1","5",338,"6",0,325,663,"1","4","1","4",774,821,0,1595,"0","0","2","0","3","1","1","7","6","1","4","5",1974,"3","2",528,"3","3","2",49,0,231,0,0,"0","0","4","1",0,"4","2006","8","4",2759
"4","3",60,10818,"1","0","3","3","4","0",17,"2","2","0","0","4","4",1910,1950,"1","0","12",13,"2",0,"2","2","0","1","3","1","6",0,"6",0,1077,1077,"1","2","1","0",981,779,0,1760,"0","0","1","1","4","1","1","7","6","1","3","5",1935,"3","2",648,"2","3","2",120,0,96,0,0,"0","0","4","1",0,"2","2006","0","0",2760
"8","3",83,10184,"1","1","3","3","4","0",12,"2","2","0","7","6","5",1963,1963,"1","0","6",6,"1",379,"2","2","1","2","3","3","0",580,"6",0,503,1083,"1","2","1","4",1146,0,0,1146,"0","1","1","0","3","1","1","6","6","1","4","1",1963,"3","1",294,"3","3","2",345,75,0,0,0,"0","0","4","1",0,"6","2006","8","4",2761
"0","3",77,9510,"1","1","3","3","4","0",12,"2","2","0","2","6","5",1962,1985,"1","0","6",6,"0",161,"2","2","1","2","3","1","0",701,"6",0,434,1135,"1","4","1","4",1207,0,0,1207,"0","0","1","1","3","1","1","6","6","0","0","1",1962,"2","1",264,"3","3","2",0,240,0,0,0,"0","0","4","1",0,"5","2006","8","4",2762
"0","3",80,10800,"1","1","3","3","4","0",12,"3","2","0","2","6","6",1961,1992,"1","0","6",6,"1",104,"2","2","1","2","3","1","5",913,"6",0,400,1313,"1","2","1","4",1773,0,0,1773,"1","0","2","0","3","1","1","6","3","2","3","1",1961,"2","2",418,"3","3","2",355,98,0,0,144,"0","0","4","1",0,"8","2006","8","4",2763
"0","3",86,11650,"1","1","3","3","0","0",12,"3","2","0","2","7","5",1959,1959,"3","0","9",10,"0",58,"2","2","3","0","0","0","4",0,"4",0,0,0,"1","3","1","0",1472,0,0,1472,"0","0","2","0","2","1","2","5","6","1","4","1",1959,"3","2",484,"3","3","2",0,68,0,0,227,"0","0","4","1",0,"6","2006","8","4",2764
"5","3",80,18275,"1","1","0","1","4","0",12,"2","2","0","5","7","8",1962,1998,"1","0","9",10,"2",0,"2","2","1","2","3","4","0",636,"6",0,802,1438,"1","2","1","4",1900,548,0,2448,"1","0","3","0","3","1","1","9","6","2","4","1",1962,"2","2",441,"3","3","2",520,102,0,0,0,"0","0","4","1",0,"9","2006","8","4",2765
"4","3",60,12144,"1","1","3","3","4","0",12,"2","2","0","0","4","6",1950,1950,"1","0","2",14,"2",0,"2","2","1","2","3","1","5",455,"6",0,455,910,"1","3","1","4",910,611,0,1521,"0","0","1","1","3","1","2","6","3","0","0","5",1950,"3","1",597,"2","3","2",199,0,168,0,0,"0","0","4","1",0,"9","2006","8","4",2766
"10","3",60,8544,"1","1","3","3","0","0",12,"2","2","2","2","3","4",1950,1950,"1","0","3",11,"2",0,"2","2","3","0","0","0","4",0,"4",0,0,0,"5","1","0","1",1040,0,0,1040,"0","0","2","0","2","2","1","6","6","0","0","5",1950,"3","2",400,"3","2","2",0,0,0,0,0,"0","0","4","1",0,"12","2006","8","4",2767
"10","3",75,8512,"1","1","3","3","0","0",12,"2","2","2","2","5","5",1960,1960,"3","0","3",3,"2",0,"2","2","1","2","2","1","6",0,"6",0,1556,1556,"1","2","1","4",1556,0,0,1556,"0","0","2","0","4","2","1","8","6","0","0","6",0,"1","0",0,"0","0","2",0,0,0,0,0,"0","0","4","1",0,"9","2006","8","4",2768
"0","3",70,7000,"1","1","3","3","4","0",12,"2","2","0","2","5","4",1961,1961,"3","0","3",3,"2",0,"2","2","1","2","3","1","2",781,"6",0,369,1150,"1","2","1","4",1150,0,0,1150,"0","0","1","0","3","1","1","6","6","0","0","1",1961,"2","1",288,"3","3","2",0,0,0,0,162,"0","0","4","1",0,"7","2006","8","4",2769
"0","3",74,7400,"1","1","3","3","0","0",12,"0","2","0","2","7","6",1962,1962,"1","0","13",14,"2",0,"2","2","1","2","3","1","3",809,"6",0,236,1045,"1","3","1","4",1045,0,0,1045,"1","0","1","0","3","1","1","6","6","0","0","5",1962,"3","2",528,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"3","2006","8","4",2770
"0","3",70,7000,"1","1","3","3","4","0",12,"0","2","0","2","5","6",1962,1962,"1","0","13",14,"2",0,"2","2","1","2","3","1","1",468,"6",0,396,864,"1","3","1","4",864,0,0,864,"0","1","1","0","3","1","1","5","6","0","0","1",1962,"3","1",336,"3","3","2",0,0,0,0,0,"0","0","1","1",0,"2","2006","8","4",2771
"15","3",70,7000,"1","1","3","3","4","0",12,"0","2","1","6","5","5",1962,1962,"1","0","8",8,"2",0,"2","2","1","2","3","3","0",953,"6",0,72,1025,"1","2","1","4",1025,0,0,1025,"1","0","1","0","3","1","1","6","6","0","0","6",0,"1","0",0,"0","0","2",96,80,0,0,0,"0","0","4","1",0,"3","2006","8","4",2772
"6","4",62,9856,"1","0","3","3","0","0",17,"2","2","0","5","5","8",1900,2005,"3","0","5",5,"2",0,"3","3","2","1","3","1","6",0,"6",0,716,716,"1","4","1","0",1007,1007,0,2014,"0","0","2","0","5","1","1","8","6","0","0","5",1900,"3","2",624,"3","3","2",0,72,167,0,0,"0","0","4","1",0,"6","2006","8","4",2773
"4","4",60,9600,"1","0","3","3","4","0",17,"2","2","0","0","5","6",1948,1950,"1","0","8",8,"3",264,"2","2","1","2","3","1","5",276,"6",0,936,1212,"1","3","1","0",1226,442,0,1668,"1","0","1","0","3","1","1","6","6","0","0","5",1948,"3","1",240,"3","3","2",0,0,140,0,0,"0","0","4","1",0,"5","2006","8","4",2774
"4","4",60,5520,"1","1","3","3","0","0",17,"2","2","0","0","4","6",1920,1980,"1","0","13",14,"2",0,"2","2","2","2","2","1","3",284,"6",0,863,1147,"1","2","0","4",1147,510,0,1657,"0","0","1","0","4","1","0","9","6","1","3","5",1920,"3","1",162,"2","2","0",0,0,0,0,0,"0","0","4","1",0,"7","2006","8","4",2775
"4","4",60,9600,"1","0","3","3","4","0",17,"2","2","0","0","6","8",1900,2004,"1","0","13",14,"2",0,"2","2","0","2","3","1","5",381,"6",0,399,780,"1","4","1","4",940,476,0,1416,"0","1","1","0","3","1","2","7","6","0","0","5",1956,"3","2",400,"3","3","2",0,24,0,0,0,"0","0","4","1",0,"6","2006","8","4",2776
